CID,gender,Senior_Citizen,Marrital_Status,No_Dependent,MonthSinceJoining,Service_Phone,Morethan1Connection,Internet_Service,Security_Deposit,Device_Insurance,TechnicalSupport,LiveTVService,MovieAccount,TypeOfContract,Ebill,MethodOfPayment,AverageMonthlyCharge,TotalChargesTillDate,Churn
47153_6,male,0,Yes,1,15,No,No phone service,DSL,No,No,Yes,No,No,One year,No,Mailed check,74,640,Yes
54662_3,m,0,Yes,3,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),56,2929,No
14697_3,m,1,No,2,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,20,100,No
22799_4,f,0,No,2,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,95,273,No
44779_2,m,0,Yes,2,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,No,Credit card (automatic),94,1608,No
74255_7,male,0,Yes,3,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),50,1442,No
32582_4,f,0,No,0,43,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,71,2168,No
39926_6,male,0,Yes,0,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,82,3619,No
49808_4,f,0,Yes,1,49,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,89,5693,No
41924_4,male,0,Yes,0,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60,60,Yes
35914_5,m,1,Yes,3,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,70,70,Yes
40192_5,m,0,No,3,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,99,5969,No
41461_6,m,0,Yes,1,30,Yes,No,DSL,Yes,No,No,No,No,monthly,Yes,Bank transfer (automatic),19,19,No
53097_5,female,0,No,0,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Mailed check,45,419,Yes
12093_3,f,0,Yes,2,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,114,8101,No
34782_2,female,0,No,1,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,20,20,Yes
60202_2,female,0,No,2,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,44,313,No
39426_4,male,1,Yes,2,11,No,No phone service,DSL,No,No,No,No,No,One year,No,Bank transfer (automatic),91,6131,No
33915_7,m,0,No,2,3,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,No,Electronic check,70,70,Yes
76433_6,m,1,Yes,2,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Credit card (automatic),20,745,No
14637_1,male,0,No,1,12,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Mailed check,71,1212,No
72373_9,f,0,No,2,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,87,184,Yes
74809_1,f,1,No,1,19,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,25,1584,No
64208_8,male,0,Yes,3,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,monthly,No,Mailed check,104,4162,No
58295_8,m,0,Yes,1,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,1120,No
34249_4,female,0,Yes,0,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,116,8014,No
26697_4,female,1,No,1,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,monthly,Yes,Electronic check,85,265,Yes
34642_7,m,0,Yes,2,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,monthly,Yes,Electronic check,20,1102,No
66192_9,female,0,No,3,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,monthly,No,Credit card (automatic),111,5832,No
50495_3,f,0,No,3,1,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,90,4305,No
12325_7,female,0,No,1,47,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Credit card (automatic),90,1178,Yes
60292_4,f,1,Yes,1,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,49,1422,No
76960_7,male,0,No,3,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Bank transfer (automatic),97,6828,No
50647_1,f,0,Yes,0,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),74,4698,No
67235_6,male,0,No,0,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,monthly,Yes,Mailed check,54,655,No
30177_2,male,0,No,1,32,Yes,No,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),75,3268,No
70786_5,male,0,Yes,3,45,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Credit card (automatic),80,4362,No
20726_4,m,0,No,0,3,Yes,No,DSL,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),20,1387,No
10770_7,m,1,Yes,1,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19,415,No
54546_7,female,0,Yes,3,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),55,2614,No
77845_1,m,0,No,3,38,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,24,1514,No
47214_2,male,0,No,1,49,Yes,No,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,90,3162,No
64027_4,f,0,No,2,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,45,81,No
70912_8,male,0,No,0,29,No,No phone service,DSL,No,Yes,Yes,No,No,monthly,Yes,Electronic check,76,4677,No
38935_9,f,1,Yes,0,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,111,6527,No
67611_8,m,0,Yes,1,46,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,monthly,No,Electronic check,21,583,No
72017_9,male,0,No,2,46,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,115,8078,No
17005_4,female,0,No,2,40,No,No phone service,DSL,No,Yes,Yes,No,No,monthly,Yes,Credit card (automatic),59,3504,No
65166_6,female,1,No,2,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),93,6669,No
27027_4,f,0,Yes,2,17,No,No phone service,DSL,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),113,4690,Yes
74619_6,f,0,Yes,1,24,Yes,No,DSL,Yes,No,Yes,No,Yes,monthly,No,Bank transfer (automatic),91,1201,Yes
26290_3,m,0,Yes,1,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),79,144,Yes
68291_2,male,0,No,0,10,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,19,1293,No
55948_5,f,0,No,0,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Electronic check,49,49,No
34745_4,f,0,Yes,2,34,Yes,No,Fiber optic,No,Yes,No,No,No,monthly,No,Credit card (automatic),109,7108,No
53525_1,female,1,Yes,0,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,25,1803,No
10697_8,m,0,No,2,17,No,No phone service,DSL,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),55,1505,No
18580_8,m,0,No,2,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25,1859,No
67021_1,male,0,Yes,0,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,91,169,No
74743_3,m,0,Yes,0,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,20,391,Yes
77584_2,female,0,Yes,2,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,104,6339,No
13646_6,f,0,Yes,0,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66,1652,No
59410_7,female,0,No,2,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,monthly,No,Electronic check,72,72,Yes
21731_8,female,0,Yes,2,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Two year,Yes,Electronic check,20,78,Yes
65204_9,male,0,Yes,2,4,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92,6393,No
25823_6,female,0,Yes,3,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,84,3265,Yes
23244_9,f,0,Yes,3,45,Yes,No,DSL,Yes,No,Yes,No,Yes,monthly,Yes,Mailed check,105,4599,No
34191_6,male,0,Yes,0,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20,1134,No
66997_2,male,0,No,1,46,No,No phone service,DSL,No,No,Yes,No,Yes,monthly,Yes,Electronic check,30,1621,No
11213_3,male,0,No,2,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,78,947,Yes
14292_7,male,0,Yes,2,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,62,2722,No
75209_4,m,0,Yes,2,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,3058,No
67636_9,f,0,Yes,2,50,Yes,No,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,25,1770,No
16098_7,female,1,Yes,2,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,monthly,Yes,Credit card (automatic),91,6294,No
35546_2,f,0,No,2,22,No,No phone service,DSL,No,No,No,No,No,monthly,Yes,Credit card (automatic),90,1761,Yes
30709_4,male,0,Yes,1,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,74,1643,No
62311_2,male,0,No,2,49,Yes,Yes,DSL,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),19,579,No
39403_9,f,0,No,2,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Electronic check,26,955,No
34189_4,m,0,No,0,20,Yes,No,DSL,No,No,No,No,No,One year,No,Bank transfer (automatic),99,973,Yes
35535_7,male,0,Yes,2,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),44,44,No
19143_7,f,0,No,2,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,monthly,Yes,Mailed check,70,1490,No
75990_4,f,1,No,0,26,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,39,280,No
23379_3,f,0,No,2,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Credit card (automatic),53,1901,No
71240_1,m,0,No,0,6,Yes,No,Fiber optic,No,Yes,No,No,No,monthly,No,Electronic check,21,716,No
62066_3,m,0,No,1,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,monthly,Yes,Bank transfer (automatic),64,4720,No
18741_6,female,0,Yes,3,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),25,931,No
10663_9,f,0,Yes,1,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76,76,Yes
20033_9,f,0,Yes,0,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,79,1677,Yes
37102_6,f,1,Yes,2,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85,2642,Yes
21824_6,male,0,No,3,28,Yes,No,DSL,No,Yes,No,No,Yes,monthly,Yes,Electronic check,95,6771,No
64334_6,female,0,Yes,1,3,Yes,No,DSL,No,No,No,Yes,No,monthly,Yes,Bank transfer (automatic),79,1835,No
18634_8,m,0,No,1,30,Yes,No,DSL,No,Yes,No,No,No,monthly,No,Credit card (automatic),97,1588,No
63464_7,female,0,Yes,3,25,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Mailed check,76,76,No
53879_3,m,0,No,1,47,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,20,258,No
13775_6,male,1,No,2,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,monthly,No,Mailed check,21,1502,No
43015_4,female,0,No,1,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,19,19,No
58383_9,male,0,Yes,1,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),98,6929,No
60657_1,m,1,No,3,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,monthly,Yes,Electronic check,74,4453,No
19389_8,f,0,Yes,3,46,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,No,Mailed check,51,3244,No
78608_8,male,0,No,0,3,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,46,323,No
50015_1,f,0,No,0,50,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85,2661,Yes
75942_8,m,0,Yes,1,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,monthly,Yes,Credit card (automatic),87,2697,Yes
67817_5,f,0,No,0,13,Yes,No,Fiber optic,No,No,Yes,No,No,monthly,Yes,Mailed check,74,1425,Yes
20279_1,female,0,Yes,1,35,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Electronic check,20,1401,No
79362_4,m,0,No,3,29,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,No,Credit card (automatic),54,1740,No
51239_9,m,0,Yes,3,13,Yes,No,DSL,No,No,No,No,No,monthly,No,Mailed check,91,5931,No
64805_1,f,1,No,1,19,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Credit card (automatic),51,2334,No
38925_5,female,0,Yes,1,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25,950,No
65174_1,female,0,Yes,2,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,75,572,No
46034_5,f,0,Yes,3,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,monthly,Yes,Electronic check,21,697,No
45301_6,male,0,No,3,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64,1382,No
33813_2,male,1,Yes,2,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,No,Electronic check,45,2573,Yes
60090_3,male,0,No,3,23,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Mailed check,48,48,No
10059_6,male,0,No,1,42,No,No phone service,DSL,Yes,No,No,No,No,monthly,Yes,Electronic check,45,45,Yes
60162_6,male,0,Yes,0,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,45,45,No
63440_9,male,0,Yes,0,5,Yes,Yes,DSL,Yes,No,No,Yes,No,One year,Yes,Electronic check,96,2122,Yes
48753_3,female,1,Yes,0,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,20,20,Yes
16419_1,f,1,No,2,18,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,90,4932,No
59153_4,f,0,No,0,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Electronic check,25,117,No
65353_8,f,1,No,0,17,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,109,6938,Yes
76205_8,female,1,No,0,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,monthly,Yes,Electronic check,24,1262,No
11137_7,male,1,No,0,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,76,3274,No
78789_2,m,0,Yes,1,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,1416,No
19573_7,female,0,No,0,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,66,3958,No
23593_2,male,0,No,0,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,Yes,Mailed check,36,2492,No
36038_5,m,0,No,1,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),19,279,No
62537_4,m,0,Yes,0,46,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,19,1083,No
61705_6,female,1,Yes,0,19,No,No phone service,DSL,No,No,No,No,No,monthly,Yes,Electronic check,19,756,No
15666_1,female,0,Yes,1,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),46,403,Yes
67554_8,male,0,No,3,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,No,Electronic check,67,3252,No
29330_1,female,0,No,2,9,No,No phone service,DSL,No,No,Yes,No,No,monthly,Yes,Credit card (automatic),35,69,Yes
65189_5,male,0,Yes,1,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,46,46,Yes
11629_4,male,0,No,3,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45,45,Yes
46139_6,male,0,Yes,2,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Bank transfer (automatic),43,43,Yes
16682_2,f,0,No,2,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Credit card (automatic),20,937,No
76167_1,m,0,Yes,3,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57,2251,Yes
72643_4,m,1,Yes,0,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,monthly,Yes,Electronic check,59,3857,No
60047_8,male,0,Yes,1,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,monthly,Yes,Electronic check,73,1441,Yes
37495_6,m,0,No,3,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85,4339,Yes
10136_9,male,0,No,3,36,Yes,No,DSL,Yes,No,No,No,No,One year,No,Mailed check,19,1378,No
57276_8,f,0,Yes,3,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),46,46,Yes
46564_2,female,0,No,3,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51,2566,No
59442_2,f,0,No,0,9,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,25,171,No
39267_3,f,0,No,0,5,Yes,No,Fiber optic,No,No,No,No,No,monthly,No,Electronic check,61,1597,No
14201_2,m,0,No,0,1,Yes,No,DSL,No,No,Yes,No,No,monthly,No,Electronic check,99,4744,No
21859_1,m,0,No,2,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Bank transfer (automatic),104,6722,No
49525_8,male,0,Yes,3,6,No,No phone service,DSL,Yes,No,No,No,No,monthly,Yes,Mailed check,84,247,Yes
68966_5,female,0,No,3,42,Yes,Yes,DSL,Yes,No,No,No,No,monthly,Yes,Electronic check,44,44,No
40296_8,male,1,No,0,35,Yes,No,Fiber optic,No,No,No,No,No,monthly,Yes,Electronic check,24,1735,No
59104_4,f,0,No,3,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,46,46,No
42618_7,f,0,Yes,1,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),94,4539,No
38675_5,m,0,No,0,17,Yes,No,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,20,804,No
57673_3,f,0,No,3,3,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,No,Mailed check,71,5011,No
69530_2,male,0,No,3,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,monthly,No,Mailed check,86,3575,No
30360_2,f,0,Yes,1,41,Yes,No,DSL,No,No,No,No,No,monthly,No,Bank transfer (automatic),114,8086,No
75144_7,female,0,No,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,95,4563,No
65572_3,female,0,Yes,3,10,Yes,No,DSL,No,No,No,No,No,monthly,No,Electronic check,89,6362,No
12831_8,male,0,No,2,5,Yes,No,Fiber optic,No,No,No,Yes,No,monthly,Yes,Mailed check,21,67,No
69604_1,female,0,Yes,0,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,70,70,Yes
17288_6,male,0,No,1,19,No,No phone service,DSL,Yes,No,Yes,No,Yes,monthly,No,Mailed check,86,165,Yes
79750_6,female,1,Yes,2,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,monthly,Yes,Electronic check,45,1157,No
70779_2,m,0,Yes,2,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),60,1834,No
10447_4,m,0,No,2,49,Yes,No,DSL,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,101,3653,Yes
65540_5,m,0,No,3,35,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),55,1478,No
15966_8,m,0,Yes,2,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70,1706,No
70992_6,male,0,No,3,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60,3954,No
66838_1,m,1,Yes,0,17,Yes,Yes,Fiber optic,No,No,No,No,No,monthly,Yes,Mailed check,73,1194,Yes
27283_8,m,0,Yes,1,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),56,1328,No
37993_7,f,0,No,0,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),31,420,No
70404_6,f,1,No,0,43,No,No phone service,DSL,No,No,No,Yes,No,monthly,Yes,Electronic check,21,21,Yes
14170_6,f,1,No,2,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,45,45,Yes
40820_7,female,1,Yes,0,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,monthly,Yes,Electronic check,51,207,No
48596_8,m,0,No,3,6,Yes,Yes,DSL,No,No,No,No,No,monthly,No,Electronic check,69,1084,No
56045_4,f,1,Yes,0,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,monthly,Yes,Electronic check,44,2008,No
77865_8,female,0,Yes,3,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87,5883,No
49885_7,m,0,No,0,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70,2658,No
35606_9,f,0,Yes,0,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50,1528,Yes
36464_1,female,0,No,3,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,monthly,Yes,Electronic check,79,378,Yes
71739_9,female,0,No,3,25,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),91,1612,No
35746_3,f,1,No,2,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),20,77,No
61699_6,m,0,Yes,2,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,20,261,No
19520_3,f,1,Yes,0,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,monthly,No,Electronic check,91,6442,No
76214_7,m,0,No,1,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,92,267,No
17118_9,f,0,Yes,1,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,94,5125,Yes
